8264 HAZELTON ST,,DEARBORN HEIGHTS,MI,000048127
206 SANFORD RD,,LA VERGNE,TN,370863791
152 DELCO ST,,PONTIAC,MI,48342    
230 S 12TH AVE,,PHOENIX,AZ,
3090 EMBRY CT,,ATLANTA,GA,30341    
PO BOX 742,,PASO ROBLES,CA,934470742
219 KINGSLEY WAY,,WOODSTOCK,GA,301885645
218 DALE STREET,,OAKLAND CITY,IN,47660    
1502 CORINTH CT,,ALLEN,TX,
23629 W DITNER DR,,ROCKWOOD,MI,48173    
252 CHURCH ROAD SE,,SMYRNA,GA,
2946 MOTHERSHED RD,,HIGHLAND HOMES,AL,36041    
5221 W SIESTA WAY,,LAVEEN,AZ,85339    
140 Coach Dr,,Griffin,GA,30224    
4363 SAVANNAH DR,,COLLEGE PARK,GA,30349    
3735 LAKEWOOD FARM ROAD,,CUMMING,GA,30041    
4852 MILE STRETCH DR,,HOLIDAY,FL,34690    
2063 CRESTWOOD DRIVE,,FORKED RIVER,NJ,08731    
304 N 12TH ST,,OZARK,AR,729492519
24974 CHALK FARM RD W,,WARREN,MI,000048091
